title,description,tags/0,tags/1,tags/2,tags/3,views,author,videoId,uploadDate,comments,dateFeaturedEpoch,dateFeatured,timestampFeatured,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,categories/0,tags/18,tags/19,tags/20,tags/21,tags/22
Homage To The Real NorCal,"It's described. As is above. A homage and tribute to the grand city of Martinez, and the future home of the new reality TV show.",Martinez,Real,NorCal,Awesome,178,icer2k5,1cMc3n5-iqQ,"July 31, 2005",0,1122941625000,"Tue, 02 Aug 2005 00:13:45 GMT",20050802001345,,,,,,,,,,,,,,,,,,,,
walk #4 in prague,It's all so self-explanatory...,Prague,museum,July,2005,99,cinemato,YXg505lgByA,"July 30, 2005",1,1122941625000,"Tue, 02 Aug 2005 00:13:45 GMT",20050802001345,,,,,,,,,,,,,,,,,,,,
Dewey1,"Right ebfore the movies at Dewey Beach with Andrea, Evan, Ollie, and Coleman",The,story,of,my,155,nicolec28,FnmEjQfO8nk,"July 30, 2005",0,1122941625000,"Tue, 02 Aug 2005 00:13:45 GMT",20050802001345,life,,,,,,,,,,,,,,,,,,,
Small Bird Eating Dragonfly,Small Bird Eating Dragonfly,Small,Bird,Eating,Dragonfly,65,chariyc,GwJ8Cyjf-M4,"July 30, 2005",0,1122941625000,"Tue, 02 Aug 2005 00:13:45 GMT",20050802001345,,,,,,,,,,,,,,,,,,,,
Christina Practicing Tai-Chi,"Christina recently ordered a set of DVDs for introductory Tai-Chi.  Here, she's seen practicing some of these newly learned moves.",taichi,christina,tai,chi,101,steve,gRJZJukBtVQ,"August 2, 2005",1,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
Fan Jumping,wait untill the last jump,fun,jump,fan,,72,sps821,vdIsnZwNTMM,"August 2, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
InitialD,after you watched inital D,InitialD,Racing,Sega,,83,rexkids,Y1ODZRKjN2E,"August 2, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
Kevin future skateboarder,first day at the skatepark,Kevin,future,skateboarder,,40,thethoughtpeddler,bbW0hgr53pw,"August 1, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
Little Moab,a day of fun in Little Moab,Wheeling,Little,Moab,,231,badger,JaOzf5mBT5Y,"August 1, 2005",2,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
Dokumentar,"This is a documentary (is that the way to write it?) about Stocholm. Moralkariel, a.k.a. Natalia, and me (Mikusagi, a.k.a. Mikaela) are talking Swedish but... you can enjoy the view! ^^  People who knows swedish might learn something or just laugh",Sweden,Stockholm,Mikaela,Mikusagi,94,Mikusagi,xcBgVEkUb54,"August 1, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,Natalia,Moralkariel,,,,,,,,,,,,,,,,,,
Steffie ( en Bart ) in actie,Teakwondo Dan-houder Drukpunt-Stage: Steffie  Uitvoering van een K.O. door middel van drukpunttechnieken op mijn lieve broer Bart!,Teakwondo,KO,Stage,,173,Steffie,nUD2XRdYwe0,"August 1, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
jeep jumping,in turkey,jump,jeep,extream,,133,kalitas,gUiY4UElnCk,"August 1, 2005",0,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,,,,,,,,,,,,,,,,,,,,
nunchaku,"Juggling with the nunchaku, its fun.",nunchaku,nunchaks,chaks,nuchk,168,smidjepeter,hLAbCsuIyXc,"August 1, 2005",1,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,wurgstokjes,,,,,,,,,,,,,,,,,,,
Singin In The Rain,Me dancin in the rain and tryin 2 do some pole tricks!! everyone left me to dance alone and juss watch me,Splashin,in,the,pooring,466,phillysfynest24,CkgXukJPtzo,"July 31, 2005",3,1123027181000,"Tue, 02 Aug 2005 23:59:41 GMT",20050802235941,rain,,,,,,,,,,,,,,,,,,,
Basketball Stunts,Some crazy basketball stunts.  I wouldn't want to play these guys; they could all beat me blindfolded.,funny,basketball,hoops,stunts,257,marvel,gLhFxjwTNjM,"August 3, 2005",1,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Gangsta Rap Music Video,"Done for one of my fans, he wanted to be in a music video with me.  random again...!!!!",Funny,Rap,Freestyle,Lucas,356,BaTakProductions,ZbpvaVAaNgE,"August 2, 2005",0,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,BatakProductions,Cool,Crazy,Funny,Stupid,celebrity,celbrities,,,,,,,,,,,,,
Smoke From Jet Crash,The smoke plume from the Air France jet crash at Pearson today.  The video was from my car as I drove along Matheson. Starting at Orbitor Drive and ending as I went over the bridge for Etobicoke Creek. You can see the my position relative to the runway on the Google Map.,Jet,Crash,Toronto,Pearson,879,ScottEvil,a0C5H9vjjN0,"August 2, 2005",1,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Toxic Stanford Cafeteria,"A cafeteria worker at Stanford doing a music video to Britney Spears' ""Toxic""",Toxic,Stanford,Music,Video,97,smkohnstamm,pdN41MvqJFk,"August 2, 2005",1,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,Cafeteria,,,,,,,,,,,,,,,,,,,
Neuhard Shred30 VM '05,Footbag,footbag,hackysack,neuhard,,75,Footbag,4-D233_o-2E,"August 2, 2005",0,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Christina Practicing Tai-Chi,"Christina recently ordered a set of DVDs for introductory Tai-Chi.  Here, she's seen practicing some of these newly learned moves.",taichi,christina,tai,chi,165,steve,gRJZJukBtVQ,"August 2, 2005",1,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Fan Jumping,wait untill the last jump,fun,jump,fan,,143,sps821,vdIsnZwNTMM,"August 2, 2005",0,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
InitialD,after you watched inital D,InitialD,Racing,Sega,,249,rexkids,Y1ODZRKjN2E,"August 2, 2005",0,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Kevin future skateboarder,first day at the skatepark,Kevin,future,skateboarder,,92,thethoughtpeddler,bbW0hgr53pw,"August 1, 2005",0,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Little Moab,a day of fun in Little Moab,Wheeling,Little,Moab,,314,badger,JaOzf5mBT5Y,"August 1, 2005",2,1123117064000,"Thu, 04 Aug 2005 00:57:44 GMT",20050804005744,,,,,,,,,,,,,,,,,,,,
Apfelfressen,A short film made by the Video AG of the Deutschakademie des Gouverneurs (www.dadgev.org).,gda,dadgev,german,deutsch,93,dylapoo,9Mi_8bKuHeI,"August 4, 2005",2,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,deutschakademie,,,,,,,,,,,,,,,,,,,
Tanzverbot,A film about a German Academy where dancing is forbidden.  Made by the Video AG of the Deutschakademie des Gouverneurs (www.dadgev.org).,gda,dadgev,german,deutsch,77,dylapoo,OCfgX7NG4xs,"August 4, 2005",1,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,deutschakademie,,,,,,,,,,,,,,,,,,,
Man dancing,Matt travels around the world and dances. Quit his old job of a programmer to do this.,video,man,dancing,crazy,224,konefku,PaluLFfv0EI,"August 4, 2005",6,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,guy,,,,,,,,,,,,,,,,,,,
Rendezvous,"Filmed in 1976, the revered short film by seminal French director Claude Lelouch is regarded as the ultimate in chase scenes - the connoisseurs' trump card in response to ""Bullitt"" or ""The French Connection"".    Absolutely compulsive - this astonishing, exhilarating and now legendary drive through a beautiful 70s Paris with its surprise ending is shrouded in myths.",Rendezvous,Claude,Lelouch,Paris,73,sirstick,KvJjUAfXTr0,"August 4, 2005",0,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,,,,,,,,,,,,,,,,,,,,
Coca Cola - 1971 The Hilltop Campaign,"Coca Cola Ad - 1971 The Hilltop Campaign  ""I'd Like to Buy the World a Coke""  That's my favorite ad in the world...  me really really touched n cry everytime when i see it!  http://www2.coca-cola.com/heritage/cokelore_hilltop.html",coca,cola,ad,,189,angiekong,X7GsJhfUeN0,"August 4, 2005",0,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,,,,,,,,,,,,,,,,,,,,
My circus video,Al the things I do in the circus school I m a student.,juggling,nunchaku,diabolo,ball,159,smidjepeter,fSH9W0Gd0Hw,"August 4, 2005",2,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,circus,ackobatic,acro,,,,,,,,,,,,,,,,,
tarantula dinner,One of my tarantulas enjoying a cricket,tarantula,cricket,prey,birdeater,80,SIChins,_bExWwa_TqI,"August 3, 2005",3,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,,,,,,,,,,,,,,,,,,,,
Basketball Stunts,Some crazy basketball stunts.  I wouldn't want to play these guys; they could all beat me blindfolded.,funny,basketball,hoops,stunts,915,marvel,gLhFxjwTNjM,"August 3, 2005",3,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,,,,,,,,,,,,,,,,,,,,
Gangsta Rap Music Video,"Done for one of my fans, he wanted to be in a music video with me.  random again...!!!!",Funny,Rap,Freestyle,Lucas,633,BaTakProductions,ZbpvaVAaNgE,"August 2, 2005",2,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,BatakProductions,Cool,Crazy,Funny,Stupid,celebrity,celbrities,,,,,,,,,,,,,
Smoke From Jet Crash,The smoke plume from the Air France jet crash at Pearson today.  The video was from my car as I drove along Matheson. Starting at Orbitor Drive and ending as I went over the bridge for Etobicoke Creek. You can see the my position relative to the runway on the Google Map.,Jet,Crash,Toronto,Pearson,1434,ScottEvil,a0C5H9vjjN0,"August 2, 2005",1,1123197989000,"Thu, 04 Aug 2005 23:26:29 GMT",20050804232629,,,,,,,,,,,,,,,,,,,,
Paradisio Park,This was taken while visiting Paradisio park,animal,park,birds,penguin,56,dolorean,4SwGpE_DFfY,"August 5, 2005",1,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Pocket Pro,Pocket Pro,Pocket,Pro,Golf,,57,sirstick,Qc0BkDstSQc,"August 5, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Moab Meltdown,Some Boys from TN. on a road trip to Moab Utah,Moab,wheeling,offroad,,133,Harvo,6ScKiJ2g8D4,"August 4, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Barcelona Skateboarding July 2005,"Some skateboarder dudes doing skateboarding & touristy things in Barcelona, Spain",Skateboarding,Spain,Barcelona,,55,dsamuel7,pHS5esXq8F4,"August 4, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Freestyle Walking,"A documentary about a revolutionary, extreme, freestyle walker. This man has been freestyle walking since he was born! His skills are truely amazing! Watch out ""Free Runners"" (as seen on TV), this freestyle walker CREATED the sport and he'll show you how its really done!  LEAVE LOTS OF COMMENTS AND GIVE US YOUR REVIEW!  Brought to you by Lanigiro Productions - http://high-flow.com/collindavis",independent,sports,freestyle,walking,193,cessax,kjttC0afR6o,"August 4, 2005",3,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,extreme,,,,,,,,,,,,,,,,,,,
Students Sleeping in College,"Everyone is familiar with the head-bobbing that goes on in classrooms, check it out.",sleep,class,college,,98,keithlam,LKxcePdIUTM,"August 4, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Apfelfressen,A short film made by the Video AG of the Deutschakademie des Gouverneurs (www.dadgev.org).,gda,dadgev,german,deutsch,409,dylapoo,9Mi_8bKuHeI,"August 4, 2005",3,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,deutschakademie,,,,,,,,,,,,,,,,,,,
Man dancing,Matt travels around the world and dances. Quit his old job of a programmer to do this.,video,man,dancing,crazy,396,konefku,PaluLFfv0EI,"August 4, 2005",6,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,guy,,,,,,,,,,,,,,,,,,,
Rendezvous,"Filmed in 1976, the revered short film by seminal French director Claude Lelouch is regarded as the ultimate in chase scenes - the connoisseurs' trump card in response to ""Bullitt"" or ""The French Connection"".    Absolutely compulsive - this astonishing, exhilarating and now legendary drive through a beautiful 70s Paris with its surprise ending is shrouded in myths.",Rendezvous,Claude,Lelouch,Paris,144,sirstick,KvJjUAfXTr0,"August 4, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Coca Cola - 1971 The Hilltop Campaign,"Coca Cola Ad - 1971 The Hilltop Campaign  ""I'd Like to Buy the World a Coke""  That's my favorite ad in the world...  me really really touched n cry everytime when i see it!  http://www2.coca-cola.com/heritage/cokelore_hilltop.html",coca,cola,ad,,279,angiekong,X7GsJhfUeN0,"August 4, 2005",0,1123287439000,"Sat, 06 Aug 2005 00:17:19 GMT",20050806001719,,,,,,,,,,,,,,,,,,,,
Fake Earthquake (part two),"Hmm, this one was made in California instead. Too bad it's still fake, you can't ever get tired of em' though.",dake,earthquake,funny,two,307,ba,3UhAoSYJEqw,"August 5, 2005",3,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Hiroshima Peace March,"Kuala Lumpur, Malaysia - - Peace March, held on the 6th of August in conjunction with the 60th anniversary of the Hiroshima tragedy.    Make Love, not War!",Hiroshima,Peace,Malaysia,,78,kokchang35,wVyPhMcgljk,"August 5, 2005",3,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Vicky wins at chess,"My cat love chess, then she falls.",Vicky,Chess,Fall,,131,heb,bL7UJtdwmJQ,"August 5, 2005",2,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Anniversary Dance,Bernie and Ellen dancing on their anniversary,anniversary,dance,SilverShadow,,41,HLMorgan,aapsVI7cUh8,"August 5, 2005",0,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Paradisio Park,This was taken while visiting Paradisio park,animal,park,birds,penguin,124,dolorean,4SwGpE_DFfY,"August 5, 2005",1,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Pocket Pro,Pocket Pro,Pocket,Pro,Golf,,160,sirstick,Qc0BkDstSQc,"August 5, 2005",0,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Moab Meltdown,Some Boys from TN. on a road trip to Moab Utah,Moab,wheeling,offroad,,307,Harvo,6ScKiJ2g8D4,"August 4, 2005",0,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Barcelona Skateboarding July 2005,"Some skateboarder dudes doing skateboarding & touristy things in Barcelona, Spain",Skateboarding,Spain,Barcelona,,115,dsamuel7,pHS5esXq8F4,"August 4, 2005",0,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Freestyle Walking,"A documentary about a revolutionary, extreme, freestyle walker. This man has been freestyle walking since he was born! His skills are truely amazing! Watch out ""Free Runners"" (as seen on TV), this freestyle walker CREATED the sport and he'll show you how its really done!  LEAVE LOTS OF COMMENTS AND GIVE US YOUR REVIEW!  Brought to you by Lanigiro Productions - http://high-flow.com/collindavis",independent,sports,freestyle,walking,358,cessax,kjttC0afR6o,"August 4, 2005",3,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,extreme,,,,,,,,,,,,,,,,,,,
Students Sleeping in College,"Everyone is familiar with the head-bobbing that goes on in classrooms, check it out.",sleep,class,college,,231,keithlam,LKxcePdIUTM,"August 4, 2005",1,1123382477000,"Sun, 07 Aug 2005 02:41:17 GMT",20050807024117,,,,,,,,,,,,,,,,,,,,
Dirty Little Secrets,Robins Secret Dancing Unleashed,All,American,Rejects,Dirty,13,WonderBlonde010,bxm_aw3wq2U,23 minutes ago,1,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,Little,Secrets,Embarasing,,,,,,,,,,,,,,,,,
Bot Bo,This is a Northern Sholin Form from the lineage of Kwong wing Lam.,Kung,fu,wing,lam,16,munkierevolution,SfYkbycQjpA,2 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,shaolin,northern,mandate,generals,chuan,,,,,,,,,,,,,,,
River Dance,Me Pretending I know how to river dance,Dance,Riverdance,Funny,,44,jbelluch,LwoVxwEMvEg,3 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
Evo backroad test,My first video with Sticky Pod while driving EVO VIII on back roads in VA.,dcevoclub,sgtevo,capitoldrivingclub,,28,SgtEvo,BorPccb3maQ,8 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
test,rangement,france,charlie,mars,test,16,charlimars,Dl7YYfvG01k,11 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,first,video,,,,,,,,,,,,,,,,,,
cheering regionals,me and becca being stupiddd while samis videos,cheering,reginals,05,,31,LAinGLAMOUR,xd0KqyipWGY,13 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
moby,moby in taiwan,moby,in,taiwan,,23,skull,wjo-vW1__ws,14 hours ago,0,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
Fake Earthquake (part two),"Hmm, this one was made in California instead. Too bad it's still fake, you can't ever get tired of em' though.",dake,earthquake,funny,two,362,ba,3UhAoSYJEqw,1 day ago,3,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
Hiroshima Peace March,"Kuala Lumpur, Malaysia - - Peace March, held on the 6th of August in conjunction with the 60th anniversary of the Hiroshima tragedy.    Make Love, not War!",Hiroshima,Peace,Malaysia,,88,kokchang35,wVyPhMcgljk,1 day ago,4,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
Vicky wins at chess,"My cat love chess, then she falls.",Vicky,Chess,Fall,,154,heb,bL7UJtdwmJQ,1 day ago,2,1123402236000,"Sun, 07 Aug 2005 08:10:36 GMT",20050807081036,,,,,,,,,,,,,,,,,,,,
Dancing in California,I'm taking inspiration from Matt Harding of  http://www.wherethehellismatt.com/. He is currently dancing all around the world. I am starting my dance in California. Maybe I can continue across the world. Everyone should make one of these!    Thanks to chhnny for filming =),dancing,world,mattharding,wherethehellismatt,62,jawed,aErcsRSmLjM,3 hours ago,4,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,,,,,,,,,,,,,,,,,,,,
Glencoe Valley,"An impression of the Glencoe Valley in Scotland on july 13th 2005, taken by Helmut Weyzig from the lost valley",Glencoe,Scotland,highlands,HelmutWeyzig,11,helmutweyzig,KKHC_HgrNuU,3 hours ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,,,,,,,,,,,,,,,,,,,,
ONE WISH!,"B, JP, Berto",iLOVE,these,GUYS,,11,lorebethlee,s-7mjWbOcPU,3 hours ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,,,,,,,,,,,,,,,,,,,,
The Lean Back,"One kid attempts to do the Matrix lean back... twice. Really funny, enjoy!",matrix,lean,back,dan2,41,Dan2,Kyzi7taDUmc,3 hours ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,nightbringer90,funny,stupid,,,,,,,,,,,,,,,,,
"Tim's G35 160mph run, extended version","by popular demand... more of the video, but it's a little shaky- sorry",G35,speed,autobahn,Germany,63,gadget01,Df27cObfcJ0,5 hours ago,1,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,driving,,,,,,,,,,,,,,,,,,,
Dirty Little Secrets,Robins Secret Dancing Unleashed,All,American,Rejects,Dirty,321,WonderBlonde010,bxm_aw3wq2U,16 hours ago,2,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,Little,Secrets,Embarasing,,,,,,,,,,,,,,,,,
Bot Bo,This is a Northern Sholin Form from the lineage of Kwong wing Lam.,Kung,fu,wing,lam,107,munkierevolution,SfYkbycQjpA,17 hours ago,1,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,shaolin,northern,mandate,generals,chuan,,,,,,,,,,,,,,,
River Dance,Me Pretending I know how to river dance,Dance,Riverdance,Funny,,159,jbelluch,LwoVxwEMvEg,19 hours ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,,,,,,,,,,,,,,,,,,,,
Evo backroad test,My first video with Sticky Pod while driving EVO VIII on back roads in VA.,dcevoclub,sgtevo,capitoldrivingclub,,108,SgtEvo,BorPccb3maQ,1 day ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,,,,,,,,,,,,,,,,,,,,
test,rangement,france,charlie,mars,test,53,charlimars,Dl7YYfvG01k,1 day ago,0,1123458801000,"Sun, 07 Aug 2005 23:53:21 GMT",20050807235321,first,video,,,,,,,,,,,,,,,,,,
The China Experience,"Last October I visited Shanghai, China for a month. This is a documentation of my adventures. For photos of the trip go here - http://www.flickr.com/photos/kidplastik/sets/458255",China,Shanghai,Orient,Travel,99,kidplastik,CVqinWwIFh0,8 hours ago,2,1123551395000,"Tue, 09 Aug 2005 01:36:35 GMT",20050809013635,Traveling,,,,,,,,,,,,,,,,,,,
Dungog flight,dungog newcastle flight,dungog,newcastle,flight,,97,relate2,T4y-ciooA8k,11 hours ago,0,1123551395000,"Tue, 09 Aug 2005 01:36:35 GMT",20050809013635,,,,,,,,,,,,,,,,,,,,
Eve y Joaqui,"El Quincho Producciones nos sorprende esta vez con dos actores de primera línea. Evelyn Ayelen Berthet, una actriz que no necesita libreto y Joaquín del Pozo, con su perfil bajo en ""Te mandamos saludos!""",evelyn,joaquin,quincho,,50,hernangb,C0uVJU4wIOU,12 hours ago,0,1123551395000,"Tue, 09 Aug 2005 01:36:35 GMT",20050809013635,,,,,,,,,,,,,,,,,,,,
